Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Compatible,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
ST,LITA POWER 5,37283358,CUMMINS,KTA19 M3,Up to B20,Compatible with B20,unknown,447,Motor,Inboard,Diesel,43,15,5,2.8,,2020,LITA OCEAN PTE LTD
ST,LITA POWER 6,10743695,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,298, ,Inboard,Diesel,42,14.6,4.4,2.3,,1993,LITA OCEAN PTE LTD
ST,LITA POWER 7,33B-8311,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,272, ,Inboard,Diesel,42,14.6,4.4,2.3,,1994,LITA OCEAN PTE LTD
SR,LITA QUEST,585290/019,MAN,unknown,Up to B30,Compatible with B30,unknown,320, ,Inboard,Diesel,196,32.6,8.5,2.5,,1985,LITA OCEAN PTE LTD
SC,LITA RANGER,P:99408911,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,300, ,Inboard,Diesel,472,52.8,14,2.5,867,1997,LITA OCEAN PTE LTD
SC,LITA TRANSPORTER,99U09937,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,715, ,Inboard,Diesel,333,39.2,12.2,2.6,,2001,LITA OCEAN PTE LTD
SR,LITA VENTURE 1208,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,249,35.2,12.2,2.5,,2003,LITA OCEAN PTE LTD
SC,LITA VENTURE 1209,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,259,35.2,12.2,2.5,,2005,LITA OCEAN PTE LTD
SC,LITA VENTURE 1210,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2006,LITA OCEAN PTE LTD
SR,LITA VENTURE 1211,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,259,35.2,12.2,2.5,,2010,LITA OCEAN PTE LTD
SC,LKH 2882,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,4430,96.7,27.5,6.1,,2012,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LKH 3883,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1847,73.2,21.4,4.6,,2004,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LKH 7887,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,4448,96.7,27.5,6.1,,2014,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LKH 9889,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1834,73.2,21.4,4.6,,2007,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LLS 18,311148,HINO,unknown,unknown,No Data Available,Not Conclusive,280,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2017,LOH LAUNCH SERVICES PTE LTD
SC,LLS 28,1421E051966,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,23,14.5,3.8,1.9,,2017,LOH LAUNCH SERVICES PTE LTD
SC,LLS 38,1421H071133,WEI CHAI,WP12C,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2018,LOH LAUNCH SERVICES PTE LTD
SC,LLS 48,1421H071134,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Gas Oil,30,14.5,3.8,1.9,7,2022,LOH LAUNCH SERVICES PTE LTD
unknown,LM 8833,147944,ISUZU,unknown,unknown,No Data Available,Not Conclusive,280, ,Inboard,Diesel,28,15,3.8,1.7,,2013,KEONG TAT SHIPPING PTE LTD
SC,LOH 28,A10808,HINO,unknown,unknown,No Data Available,Not Conclusive,285,Motor,Inboard,Diesel,28,14.5,3.8,1.8,,2007,SEASWIFT LAUNCH SERVICE PTE LTD
SC,LOH 38,1417P07C663,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,300, ,Inboard,Diesel,28,14.5,3.8,1.8,,2011,LOH LAUNCH SERVICES PTE LTD
SC,LOH 48,A10521,HINO,V22,unknown,No Data Available,Not Conclusive,280, ,Inboard,Diesel,28,14.5,3.8,1.8,,2012,MARINA SOUTH FERRIES PTE LTD
SC,LOH 58,11121,HINO,unknown,unknown,No Data Available,Not Conclusive,224,Motor,Inboard,Diesel,28,14.5,3.8,1.8,,2015,LOH LAUNCH SERVICES PTE LTD
SB,LUBOIL MARINE,5801,YANMAR,6AYM-WST,Up to B100. Without modification,Compatible with B100,unknown,485,Motor,Inboard,Diesel,494,42.2,10.2,4.3,778,2015,TRANSLUB MARINE PTE LTD
SB,LUBOIL MARINE II,7061,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,485,Motor,Inboard,Diesel,495,42.2,10.2,4.3,,2017,LEE HUAT YAP KEE &AMP; CO PTE LTD
SB,LUBQUEST,P:37192038,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,496,40.2,10,4.2,559,1999,SINO INT&#39;L SHPG PTE LTD
unknown,LUBS,6LU24G,HANSHIN,unknown,unknown,No Data Available,Not Conclusive,588, ,Inboard,Diesel,515,41.9,10,3.6,566,1993,TRUST SHIP MANAGEMENT PTE LTD
SB,LUBSERVE,P:37481394,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,486,40.2,10,4.2,500,1997,SINO INT&#39;L SHPG PTE LTD
SB,LUISELLA COSULICH,10561,MAN,6L,Up to B30,Compatible with B30,unknown,960, ,Inboard,Diesel,2650,88.1,14.5,7,3969,2010,FRATELLI COSULICH BUNKERS
SB,LUMINOUS,41091928,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,671, ,Inboard,Diesel,1912,73.4,14,6.3,2814,2007,SINO TANKERS PTE LTD
SC,M R W 1,A11531,HINO,unknown,unknown,No Data Available,Not Conclusive,120, ,Inboard,Diesel,17,12.2,3.2,1.5,,1992,TEO BOON SHENG
SB,MAESTRO,DE623Z0754,DAIHATSU,6DEM-23FL,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1235,Motor,Inboard,Diesel,6113,108.5,19,10,8500,2020,HONG LAM MARINE PTE LTD
SB,MAJESTY,DE623Z0756,DAIHATSU,6DEM-23,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1235,Motor,Inboard,Diesel,6113,108.5,19,10,8500,2020,HONG LAM MARINE PTE LTD
ST,MAJU 510,P:25182,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,919, ,Inboard,Diesel,469,30.3,11.5,5.2,,2009,MAJU MARITIME PTE LTD
ST,MAJU 511,P:25184,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1878, ,Inboard,Diesel,469,30.4,11.5,5.2,,2009,MAJU MARITIME PTE LTD
unknown,MAJU BERSAMA,90203,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,45,Motor,Inboard,Diesel,25,19,4.5,1.4,,2012,BUANA TRADING PTE LTD
ST,MAJU LOYALTY,27692,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1920,Motor,Inboard,LNG,497,30.6,12.5,5.3,,2017,MAJU MARITIME PTE LTD
ST,MAJU MARS,24439,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1499, ,Inboard,Diesel,335,28,10.5,4.9,,2006,MAJU MARITIME PTE LTD
unknown,MAJU MERCURY,24441,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1499, ,Inboard,Diesel,335,28,10.5,4.9,,2006,MAJU MARITIME PTE LTD
unknown,MAJU SOLAR,23845,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,2646, ,Inboard,Diesel,246,26.4,9,4.7,,2005,MAJU MARITIME PTE LTD
unknown,MAJU SOLITAIRE,P:23848,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,2646, ,Inboard,Diesel,246,26.4,9,4.7,,2005,MAJU MARITIME PTE LTD
SC,MAJULAH 1,A18647,HINO,unknown,unknown,No Data Available,Not Conclusive,355,Motor,Inboard,Diesel,9,14.2,4.2,0.5,,2016,KANLIAN FERRY PTE LTD
unknown,MAJULAH 11,D921B017562,SHANGHAI DIESEL,POWER D683ZLCA1,Up to B30,Compatible with B30,unknown,179,Motor,Inboard,Diesel,9,14.2,4.2,0.5,,2022,KANLIAN FERRY PTE LTD
unknown,MAJULAH 13,D9201000719,SHANGHAI DIESEL,POWERD683ZLCA1B,Up to B30,Compatible with B30,unknown,179,Motor,Inboard,Diesel,9,14.2,4.2,0.5,,2023,KANLIAN FERRY PTE LTD
unknown,MAJULAH 15,D922C010949,SHANGHAI DIESEL,POWERD683ZLCA1B,Up to B30,Compatible with B30,unknown,184,Motor,Inboard,Diesel,9,14.2,4.2,0.5,,2024,KANLIAN FERRY PTE LTD
unknown,MAJULAH 3,1419B024919,WEI CHAI,WP12C190-18,Up to B30,Compatible with B30,unknown,140,Motor,Inboard,Diesel,9,14.2,4.2,0.5,,2019,KANLIAN FERRY PTE LTD
SC,MAJULAH 5,D9201000731,SHANGHAI DIESEL,unknown,Up to B30,Compatible with B30,unknown,189,Motor,Inboard,Diesel,9,14.2,4.2,0.5,,2019,KANLIAN FERRY PTE LTD
unknown,MAJULAH 7,D920C020040,SHANGHAI DIESEL,POWERD683ZLCA 1B,Up to B30,Compatible with B30,unknown,179,Motor,Inboard,Diesel,9,14.2,4.2,0.5,,2021,KANLIAN FERRY PTE LTD
SB,MAJULAH SIRIUS,5713,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,485,Motor,Inboard,Diesel,495,42.2,10.2,4.3,778,2014,MAJULAH SIRIUS TANKERS PTE LTD
ST,MAKO 8,37170435,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,373, ,Inboard,Diesel,37,14.6,4.2,2.1,,1997,BAN HARBOUR TUG SVS PTE LTD
ST,MAKO 9,37161362,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,38,13.9,4.6,2.1,,1994,BAN HARBOUR TUG SVS PTE LTD
unknown,MANILA BAY 1503,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,525,43.8,15.2,3,,2015,KIM HOCK BEE MARINE PTE LTD
unknown,MAPLE,1206 &amp; 1207,YANMAR,6N21A-EW,Up to B100. Without modification,Compatible with B100,unknown,1912,Motor,Inboard,Gas Oil,2999,90.1,14.6,7.1,4097,2023,STELLAR SHIP MANAGEMENT SERVICES PTE LTD
unknown,MARCOPOLO 298,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1967,76.1,22,4.9,,2014,ENG LEE SHIPPING CO PTE LTD
unknown,MARCOPOLO 322,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,3570,87.8,27.4,5.4,,2023,ENG LEE SHIPPING CO PTE LTD
SB,MARIA COSULICH,P:053403,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1250, ,Inboard,Diesel,4969,94.8,18,10,7032,2004,FRATELLI COSULICH BUNKERS
SC,MARIGOLD,41185287,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,194,Motor,Inboard,Diesel,50,18.9,5.6,2.2,,2013,AMOS INTERNATIONAL (S) PTE LTD
SC,MARINA 1,1416G038950,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,265,Motor,Inboard,Diesel,14,10.9,3.3,1.3,,1986,BANYAN MARINE (S) PTE LTD
ST,MARINA ABLE,P:21122,SACM,SACM,unknown,No Data Available,Not Conclusive,638, ,Inboard,Diesel,216,24.4,9.1,4,100,1994,MARINA OFFSHORE PTE LTD
ST,MARINA AMAZON 2,P:37220355,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,143,21.7,7.3,3.2,,2006,MARINA OFFSHORE PTE LTD
ST,MARINA AMBER,26059,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,386,30.3,10,5.5,,2012,MARINA OFFSHORE PTE LTD
ST,MARINA ARIEL,2570925710,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1838, ,Inboard,Diesel,481,33.1,11.2,5.4,,2011,MARINA OFFSHORE PTE LTD
ST,MARINA ATHENA,P:18280,NIGATA,unknown,unknown,No Data Available,Not Conclusive,1119, ,Inboard,Diesel,251,28.2,8.8,3.7,,1987,MARINA OFFSHORE PTE LTD
ST,MARINA EMERALD,16955,NIIGATA,6L25BX,unknown,No Data Available,Not Conclusive,969,Motor,Inboard,Diesel,233,28.3,8.6,3.7,,2005,MARINA OFFSHORE PTE LTD
ST,MARINA EVERJOY,P:0628340,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,969, ,Inboard,Diesel,256,27.5,8.5,3.9,,1983,MARINA OFFSHORE PTE LTD
unknown,MARINA GARNET,TTB00453,CATERPILLAR,3508C,Up to B100. Dealer consultation required,Compatible with B100,unknown,820,Motor,Inboard,Diesel,371,27.1,9.8,5,,2010,MARINA OFFSHORE PTE LTD
ST,MARINA GENESIS,P:1068,NIGATA,unknown,unknown,No Data Available,Not Conclusive,619, ,Inboard,Diesel,215,26.7,8.2,3.5,,1982,MARINA OFFSHORE PTE LTD
unknown,MARINA GRANITE,TTB00453,CATERPILLAR,3508C,Up to B100. Dealer consultation required,Compatible with B100,unknown,820,Motor,Inboard,Diesel,371,27.1,9.8,5,,2010,MARINA OFFSHORE PTE LTD
ST,MARINA MEGA,P:60M07063,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,403, ,Inboard,Diesel,152,21.8,7.4,3.2,113,1997,MARINA OFFSHORE PTE LTD
ST,MARINA MERLION 2,37228723,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,141,21.9,7.3,3.2,,2007,MARINA OFFSHORE PTE LTD
ST,MARINA MOBILE,P:37195220,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,120,21.8,7,2.9,99,2000,TRANSCO MARINE PTE LTD
SR,MARINA MOORING,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,117,27,6.1,2.5,,2012,MARINA OFFSHORE PTE LTD
unknown,MARINA MOORING 2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,114,26.4,6.1,2.5,,2019,MARINA OFFSHORE PTE LTD
ST,MARINA ONYX,26910,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471,Motor,Inboard,Diesel,467,29.8,10.6,5,,2015,MARINA OFFSHORE PTE LTD
ST,MARINA OPAL,26908,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471,Motor,Inboard,Diesel,467,29.8,10.6,5,,2014,MARINA OFFSHORE PTE LTD
ST,MARINA PEARL,P:70967,STORKWARTS,STORKWARTS,unknown,No Data Available,Not Conclusive,1177, ,Inboard,Diesel,297,28.5,9.6,4.7,160,1995,MARINA OFFSHORE PTE LTD
ST,MARINA PHEVOS,P:20139,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1194, ,Inboard,Diesel,308,30.8,9.2,3.9,,1991,MARINA OFFSHORE PTE LTD
ST,MARINA PRINCESS 3,37176882,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,373, ,Inboard,Diesel,120,21.7,7,2.9,113,1997,TRANSCO MARINE PTE LTD
ST,MARINA QUARTZ,P:70965,WARTSILA,unknown,Compatible to BXX when BXX meets Wartsila biofuel specs B100,Conditionally Compatible with BXX,unknown,1177, ,Inboard,Diesel,297,28.5,9.6,4.7,160,1995,MARINA OFFSHORE PTE LTD
SC,MARINA SOUTH 5,(P)11540,HINO,K13,unknown,No Data Available,Not Conclusive,0, ,Inboard,Diesel,65,18.2,6,2.1,,2011,OH SIEW MENG MOTOR-BOAT SV
ST,MARINA SPIRE,P:25-0340,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,202, ,Inboard,Diesel,79,19.8,6,2.5,,1986,MARINA OFFSHORE PTE LTD
ST,MARINA SWIFT,628219,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1342, ,Inboard,Diesel,336,33.3,9.6,4.1,,1990,MARINA OFFSHORE PTE LTD
ST,MARINA TOPAZ,37250892,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447,Motor,Inboard,Diesel,142,22,7.4,3.2,,2010,MARINA OFFSHORE PTE LTD
ST,MARINA VIVO,P:19719,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1106, ,Inboard,Diesel,282,30.9,8.8,3.8,,1990,MARINA OFFSHORE PTE LTD
ST,MARINA ZANITE,25723(S),NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471,Motor,Inboard,Diesel,295,28.2,9.5,4.7,,2010,MARINA OFFSHORE PTE LTD
ST,MARINA ZIRCON,25833,NIIGATA,6L26HLX,unknown,No Data Available,Not Conclusive,1471,Motor,Inboard,Diesel,295,28.2,9.5,4.7,,2011,MARINA OFFSHORE PTE LTD
SB,MARINE ANGEL,4116860,CUMMINS,KTA38M,Up to B20,Compatible with B20,unknown,895,Motor,Inboard,Diesel,1999,65,14.3,7.2,2960,2012,V-BUNKERS TANKERS PTE LTD
SB,MARINE BELLA,AQ6K260074,DAIHATSU,6DKM-26,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1618, ,Inboard,Diesel,2608,88,14.2,6.9,3929,2010,V-BUNKERS TANKERS PTE LTD
unknown,MARINE CHARGE,555,YANMAR,6EY22AW,Up to B100. Without modification,Compatible with B100,unknown,1200,Motor,Inboard,Gas Oil,4903,97.6,19,9.3,8286,2022,V-BUNKERS TANKERS PTE LTD
unknown,MARINE DYNAMO,557,YANMAR,6EY22AW,Up to B100. Without modification,Compatible with B100,unknown,1200,Motor,Inboard,Gas Oil,4903,97.6,19,9.3,8270,2022,V-BUNKERS TANKERS PTE LTD
unknown,MARINE EXPLORER,561,YANMAR,6EY22AW,Up to B100. Without modification,Compatible with B100,unknown,1200,Motor,Inboard,Gas Oil,4903,97.6,19,9.3,8354,2022,V-BUNKERS TANKERS PTE LTD
unknown,MARINE FUTURE,572,YANMAR,6EY22AW,Up to B100. Without modification,Compatible with B100,unknown,1200,Motor,Inboard,Diesel,4903,97.6,19,9.3,7990,2022,V-BUNKERS TANKERS PTE LTD
unknown,MARINE GAIA,8308,MAN,unknown,Up to B30,Compatible with B30,unknown,1470, ,Inboard,Diesel,4996,94.4,18,10,7014,2009,V-BUNKERS TANKERS PTE LTD
SB,MARINE HONOUR,FHR0211,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,1471,Motor,Inboard,Diesel,4709,97.7,18.6,10,599,2006,STRAITS BUNKERING PTE LTD
SB,MARINE JEWEL,FHN0283,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,1471, ,Inboard,Diesel,4709,97.7,18.6,10,8649,2008,V-BUNKERS TANKERS PTE LTD
SB,MARINE NOEL,FTE 1009,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,956, ,Inboard,Diesel,2999,85.1,16,7.3,4991,2011,V-BUNKERS TANKERS PTE LTD
SB,MARINE ORACLE,FTE1011,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,956, ,Inboard,Diesel,2999,85.1,16,7.3,4705,2011,V-BUNKERS TANKERS PTE LTD
SB,MARINE PAMELA,11277,ZHENJIANG,unknown,unknown,No Data Available,Not Conclusive,960, ,Inboard,Diesel,2997,76.6,16.4,8.6,4933,2010,V-BUNKERS TANKERS PTE LTD
SB,MARINE POWER,LH26-86,HANSHIN,unknown,unknown,No Data Available,Not Conclusive,735, ,Inboard,Diesel,656,56.5,9,4.5,954,1992,TRUST SHIP MANAGEMENT PTE LTD
SB,MARINE PRIORITY,P 20478,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,522, ,Inboard,Diesel,853,47.1,12,6,1783,1989,TRUST SHIP MANAGEMENT PTE LTD
SB,MARINE PROTECTOR,P 99U06028,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,296, ,Inboard,Diesel,241,26.9,8,4.2,419,1989,TRUST SHIP MANAGEMENT PTE LTD
SB,MARINE QUEENIE,DK620E0301,DAIHATSU,6DKM-20EF,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1028,Motor,Inboard,Gas Oil,3898,84,17.3,9.6,6517,2015,V-BUNKERS TANKERS PTE LTD
SB,MARINE ROSE,DK620E0306,DAIHATSU,60KM20EF,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1028,Motor,Inboard,Diesel,3898,84,17.3,9.6,6494,2015,V-BUNKERS TANKERS PTE LTD
SB,MARINE SELENA,DK620E0313,DAIHATSU,6DKM,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1028,Motor,Inboard,Diesel,3892,84,17.3,9.6,6533,2015,V-BUNKERS TANKERS PTE LTD
SB,MARINE SUCCESS,P:60M07061,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,403, ,Inboard,Diesel,268,37.6,8.5,3.8,392,1997,LHYK MARINE PTE LTD
SB,MARINE TINA,DK620E0315,DAIHATSU,6DKM-20EF,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1028,Motor,Inboard,Diesel,3892,84,17.3,9.6,6802,2015,V-BUNKERS TANKERS PTE LTD
SB,MARINE UNITY,4BT10171,CATERPILLAR,3406,Up to B100. Dealer consultation required,Compatible with B100,unknown,298,Motor,Inboard,Diesel,143,22.4,7,3.5,1,2010,LHYK MARINE PTE LTD
SB,MARINE VICKY,1401,YANMAR,6EY26DF,Up to B100. Without modification,Compatible with B100,unknown,1200,Motor,Inboard,MGO / LNG,5310,97.8,19,10,8138,2018,V-BUNKERS TANKERS PTE LTD
SB,MARINE YANGTZE,1955,GUANGZHOU,6320ZCD-2,unknown,No Data Available,Not Conclusive,1103,Motor,Inboard,Diesel,3965,84.5,17.5,9,6685,2017,V-BUNKERS TANKERS PTE LTD
SB,MARINE ZAMBEZI,1780,GUANGZHOU,6320ZCD2,unknown,No Data Available,Not Conclusive,1103,Motor,Inboard,Diesel,3965,84.5,17.5,9,6648,2016,V-BUNKERS TANKERS PTE LTD
SB,MARLIN DUA,1040,YANMAR,6N21,Up to B100. Without modification,Compatible with B100,unknown,956, ,Inboard,Diesel,2999,85.2,16,7.3,4594,2013,DORIS SHIPPING CO PTE LTD
SB,MARLIN SATU,FTF1032,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,956, ,Inboard,Diesel,2999,85.2,16,7.3,4623,2013,DAISY SHIPPING CO PTE LTD
SB,MARLIN TIGA,STS1056,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,956, ,Inboard,Diesel,2999,85.2,16,7.3,4565,2013,HALEY SHIPPING CO PTE LTD
unknown,MARMORIS,11078,MAN,8L23/30A,Up to B30,Compatible with B30,unknown,1280,Motor,Inboard,Diesel,2067,73.3,13,7.2,1999,2010,ISHIPS MGMT PTE LTD
SB,MARS,41159654,CUMMINS,K19-DM,Up to B20,Compatible with B20,unknown,410,Motor,Inboard,Diesel,4374,88.3,17.5,9,7035,2011,MARS M SHIPPING PTE LTD
SB,MAST,41142284,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,706,40.6,11.8,5.2,707,2010,SINO TANKERS PTE LTD
SC,MASTER B,4688,YANMAR,6CXBM-GT,Up to B100. Without modification,Compatible with B100,unknown,265,Motor,Inboard,Diesel,69,20.8,5.5,2.8,,2016,LIGHTER B PTE LTD
SC,MASTER BOY,IA6C01077,HENAN,TBD234V12,unknown,No Data Available,Not Conclusive,600,Motor,Inboard,Diesel,88,22.4,6,2.9,,2016,LIGHTER B PTE LTD
unknown,MASTER SEA,3118L063882,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,370,Motor,Inboard,Diesel,44,16.4,4.6,2.2,,2018,LIGHTER B PTE LTD
SR,MASTERTECH 2,4TB02026,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,200, ,Inboard,Diesel,33,18,4.6,1.8,,2010,MASTER-TECH DIVING SVCS PTE LTD
SR,MASTERTECH I,962,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,200, ,Inboard,Diesel,33,18,4.6,1.8,,2010,MASTER-TECH DIVING SVCS PTE LTD
SR,MATA HARI,FK9F0881,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,85,Motor,Inboard,Diesel,20,12.5,4.2,1.3,,1972,DIKA SHIPPING PTE LTD
SR,MATA IKAN,XAAC179897,WARTSILA,6L20DF (S),Compatible to BXX when BXX meets Wartsila biofuel specs B100,Conditionally Compatible with BXX,unknown,555,Motor,Inboard,Diesel,328,33.7,9.2,3.6,,2021,RESERVE FOR MPA
unknown,MAXBELLA,14003F-141975,SUZUKI,DF140ATX,unknown,No Data Available,Not Conclusive,140,Motor,Outboard,Petrol,5,6,2.3,1.3,,2021,SEA SOLUTIONS SINGAPORE PTE LTD
ST,MAY II,922446,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261,Motor,Inboard,Diesel,87,20,5.5,2.8,,2009,LITA OCEAN PTE LTD
unknown,MAZU 01,1422D015479,WEI CHAI,WP12C500-21,Up to B30,Compatible with B30,unknown,368,Motor,Inboard,Diesel,32,14.2,4.4,2.1,,2022,PRESTIGE OCEAN PTE LTD
unknown,MAZU 03,1422D013662,WEI CHAI,WP12C450-21,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,34,15,4.8,2.2,,2023,QUEEN SEA MARINE PTE LTD
unknown,MAZU 05,1423D032547,WEI CHAI,WP12C450-21,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,34,15,4.8,2.2,,2023,QUEEN SEA MARINE PTE LTD
unknown,MAZU 06,1423G053716,WEI CHAI,WP12C450-21,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,34,15,4.8,2.2,,2023,QUEEN SEA MARINE PTE LTD
SP,MCC RESORT I,10883824,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,145, ,Inboard,Diesel,61,18.7,5.2,2.2,,1982,SPORE ISLAND CRUISE AND FERRY SVC PL
unknown,MCE 1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1004,58.6,18.3,3.7,,2009,TW (SABAH) PTE LTD
unknown,MCE II,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,564,43.8,15.2,3,,,TW (SABAH) PTE LTD
SR,MD 1,511798,GENERAL,GENERAL,unknown,No Data Available,Not Conclusive,328, ,Inboard,Diesel,62,20.3,4.7,2.3,,1971,MARINE DIVING & ENGINEERING PTE LTD
unknown,MENCAST 1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,225,34.6,9.6,2.4,,2013,MENCAST OFFSHORE & MARINE PTE LTD
unknown,MENCAST 2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,225,34.6,9.6,2.4,,2013,MENCAST OFFSHORE & MARINE PTE LTD
unknown,MENCAST 3,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,482,42.3,12,3.6,,2011,MENCAST OFFSHORE & MARINE PTE LTD
SR,MERANTI SEA,992820,ISUZU,unknown,unknown,No Data Available,Not Conclusive,147, ,Inboard,Diesel,8,7.3,2.7,1.4,,2013,SINGAPORE LNG CORPORATION P L
unknown,MERBAU ERA,701 2873 810 2867,MAN,D2842LE410,Up to B30,Compatible with B30,unknown,610, ,Inboard,Diesel,240,31.8,7.4,3,,1995,SINDO FERRY PTE LTD
